|0000|015|0|01012026|31012026|EMPRESA EXEMPLO LTDA|00000000000191||SP|123456789|3550308||A|1|
|0001|0|
|0100|CONTADOR EXEMPLO|11122233344|1SP123456/O-0|00000000000191|01000000|RUA DO CONTADOR|200||BAIRRO|11999998888|contato@contabil.com.br|3550308|
|C001|0|
|C100|1|0|FORN001|55|00|1|1001|35260100000000000191550010000010011234567891|20260115|20260115|1000.00|0|0|0|1000.00|9|0|0|0|180.00|0|0|0|0|0|0|
|C170|1|PROD229|PRODUTO TESTE 229|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|2|PROD153|PRODUTO TESTE 153|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|3|PROD258|PRODUTO TESTE 258|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|4|PROD369|PRODUTO TESTE 369|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|5|PROD140|PRODUTO TESTE 140|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|6|PROD216|PRODUTO TESTE 216|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|7|PROD285|PRODUTO TESTE 285|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|8|PROD326|PRODUTO TESTE 326|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|9|PROD233|PRODUTO TESTE 233|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
|C170|10|PROD199|PRODUTO TESTE 199|1|UN|100.00|0|0|010|5102|100.00|18.00|18.00|0|0|0|0|0|0|01|05|100.00|1.65|1.65|01|05|100.00|7.60|7.60|
